msa,status,n_taxa,n_pat,ll_ml,ll_raxml,ll_diff,agree,ml_pereval_us,ml_cold_ms,ml_e2e_s,rax_e2e_s,e2e_ratio,model,error
random_tree_477,error,,,,,,,,,,,,JC,cmd failed (1): /groups/pupko/ellabaumer/miniconda3/envs/raxmlng/bin/raxml-ng --evaluate --msa /groups/pupko/ellabaumer/sim_trees/MSAs_200/random_tree_477.fasta --tree /groups/pupko/ellabaumer/sim_trees/trees_200/random_tree_477.nwk --model JC --opt-branches off --opt-model off --threads 1 --force p
