msa,status,n_taxa,n_realA,n_realB,n_inherited,n_inhA,n_inhB,O_A,O_B,merged_taxa,taxa_ok,loglik,rf_true,nrf_true,n_common,faith_a,faith_b,faithful,ll_score,ll_raxml,ll_diff,raxml_agree,raxml_err,mode,seed,budget,time_sec,error
random_tree_109,ok,200,93,87,20,10,10,T156,T61,200,1,-118120.464,10,0.0254,200,0,0,1,-118120.464,-118120.464,0.0,1,,ml,42,0,57.72,
