msa,status,n_taxa,n_realA,n_realB,n_inherited,n_inhA,n_inhB,O_A,O_B,merged_taxa,taxa_ok,loglik,rf_true,nrf_true,n_common,faith_a,faith_b,faithful,ll_score,ll_raxml,ll_diff,raxml_agree,raxml_err,mode,seed,budget,time_sec,error
random_tree_303,ok,200,87,93,20,10,10,T38,T50,200,1,-119523.3765,16,0.0406,200,0,0,1,-119523.3765,-119523.3765,0.0,1,,ml,42,0,33.9,
random_tree_304,ok,200,67,113,20,8,12,T129,T86,200,1,-115029.4197,26,0.066,200,0,0,1,-115029.4197,-115029.4197,0.0,1,,ml,42,0,34.61,
random_tree_305,ok,200,88,92,20,10,10,T30,T62,200,1,-114887.4924,26,0.066,200,0,0,1,-114887.4924,-114887.4924,0.0,1,,ml,42,0,35.02,
random_tree_306,ok,200,71,109,20,8,12,T140,T97,200,1,-116375.8783,6,0.0152,200,0,0,1,-116375.8783,-116375.8783,0.0,1,,ml,42,0,36.52,
random_tree_307,ok,200,109,71,20,12,8,T55,T29,200,1,-116428.4927,22,0.0558,200,0,0,1,-116428.4927,-116428.4927,0.0,1,,ml,42,0,35.53,
random_tree_308,ok,200,89,91,20,10,10,T33,T54,200,1,-110956.2586,26,0.066,200,0,0,1,-110956.2586,-110956.2586,0.0,1,,ml,42,0,30.25,
random_tree_309,ok,200,104,76,20,12,8,T158,T40,200,1,-114431.3278,24,0.0609,200,0,0,1,-114431.3278,-114431.3278,0.0,1,,ml,42,0,34.53,
random_tree_310,ok,200,88,92,20,10,10,T34,T62,200,1,-109737.0653,22,0.0558,200,0,0,1,-109737.0653,-109737.0653,0.0,1,,ml,42,0,31.94,
random_tree_032,ok,200,84,96,20,9,11,T21,T67,200,1,-117794.4122,28,0.0711,200,0,0,1,-117794.4122,-117794.4122,0.0,1,,ml,42,0,75.43,
random_tree_311,ok,200,84,96,20,9,11,T27,T58,200,1,-110936.1826,14,0.0355,200,0,0,1,-110936.1826,-110936.1826,0.0,1,,ml,42,0,28.71,
random_tree_312,ok,200,63,117,20,7,13,T83,T106,200,1,-113877.9497,16,0.0406,200,0,0,1,-113877.9497,-113877.9497,0.0,1,,ml,42,0,34.02,
random_tree_313,ok,200,101,79,20,11,9,T153,T50,200,1,-114038.2031,16,0.0406,200,0,0,1,-114038.2031,-114038.2031,0.0,1,,ml,42,0,35.48,
random_tree_314,ok,200,82,98,20,9,11,T12,T175,200,1,-113369.8228,32,0.0812,200,0,0,1,-113369.8228,-113369.8228,0.0,1,,ml,42,0,33.12,
random_tree_315,ok,200,92,88,20,10,10,T151,T55,200,1,-120816.9463,26,0.066,200,0,0,1,-120816.9463,-120816.9463,0.0,1,,ml,42,0,33.9,
random_tree_316,ok,200,101,79,20,11,9,T153,T50,200,1,-109542.6661,22,0.0558,200,0,0,1,-109542.6661,-109542.6661,0.0,1,,ml,42,0,32.69,
random_tree_317,ok,200,81,99,20,9,11,T127,T177,200,1,-120801.3481,24,0.0609,200,0,0,1,-120801.3481,-120801.3481,0.0,1,,ml,42,0,33.11,
random_tree_318,ok,200,95,85,20,11,9,T136,T86,200,1,-119078.1034,20,0.0508,200,0,0,1,-119078.1034,-119078.1034,0.0,1,,ml,42,0,32.22,
random_tree_319,ok,200,108,72,20,12,8,T64,T200,200,1,-112524.7241,22,0.0558,200,0,0,1,-112524.7241,-112524.7241,0.0,1,,ml,42,0,34.4,
random_tree_320,ok,200,103,77,20,11,9,T196,T189,200,1,-110607.9486,20,0.0508,200,0,0,1,-110607.9486,-110607.9486,0.0,1,,ml,42,0,36.82,
random_tree_033,ok,200,95,85,20,11,9,T142,T82,200,1,-117574.3392,18,0.0457,200,0,0,1,-117574.3392,-117574.3392,0.0,1,,ml,42,0,74.93,
random_tree_321,ok,200,95,85,20,11,9,T136,T86,200,1,-118491.3305,10,0.0254,200,0,0,1,-118491.3305,-118491.3305,0.0,1,,ml,42,0,33.36,
random_tree_322,ok,200,91,89,20,10,10,T171,T25,200,1,-111477.0066,40,0.1015,200,0,0,1,-111477.0066,-111477.0066,0.0,1,,ml,42,0,34.76,
random_tree_323,ok,200,91,89,20,10,10,T181,T26,200,1,-110255.8153,12,0.0305,200,0,0,1,-110255.8153,-110255.8153,0.0,1,,ml,42,0,32.67,
random_tree_324,ok,200,108,72,20,12,8,T51,T25,200,1,-117280.2232,44,0.1117,200,0,0,1,-117280.2232,-117280.2232,0.0,1,,ml,42,0,35.52,
random_tree_325,ok,200,117,63,20,13,7,T92,T14,200,1,-116176.3185,8,0.0203,200,0,0,1,-116176.3185,-116176.3185,0.0,1,,ml,42,0,33.92,
random_tree_326,ok,200,81,99,20,9,11,T130,T17,200,1,-108287.9742,20,0.0508,200,0,0,1,-108287.9742,-108287.9742,0.0,1,,ml,42,0,29.2,
random_tree_327,ok,200,77,103,20,8,12,T28,T69,200,1,-113793.2601,24,0.0609,200,0,0,1,-113793.2601,-113793.2601,0.0,1,,ml,42,0,32.46,
random_tree_328,ok,200,101,79,20,11,9,T158,T32,200,1,-114205.1508,22,0.0558,200,0,0,1,-114205.1508,-114205.1508,0.0,1,,ml,42,0,28.18,
random_tree_329,ok,200,108,72,20,12,8,T66,T197,200,1,-113533.6487,20,0.0508,200,0,0,1,-113533.6487,-113533.6487,0.0,1,,ml,42,0,28.94,
random_tree_330,ok,200,89,91,20,10,10,T41,T48,200,1,-121391.0182,28,0.0711,200,0,0,1,-121391.0182,-121391.0182,0.0,1,,ml,42,0,30.44,
random_tree_034,ok,200,100,80,20,11,9,T172,T33,200,1,-118843.6853,20,0.0508,200,0,0,1,-118843.6853,-118843.6853,0.0,1,,ml,42,0,73.81,
random_tree_331,ok,200,77,103,20,9,11,T22,T74,200,1,-111434.4208,22,0.0558,200,0,0,1,-111434.4208,-111434.4208,0.0,1,,ml,42,0,28.73,
random_tree_332,ok,200,97,83,20,11,9,T130,T81,200,1,-112441.3458,30,0.0761,200,0,0,1,-112441.3458,-112441.3458,0.0,1,,ml,42,0,30.43,
random_tree_333,ok,200,94,86,20,10,10,T149,T58,200,1,-116496.5086,22,0.0558,200,0,0,1,-116496.5086,-116496.5086,0.0,1,,ml,42,0,29.79,
random_tree_334,ok,200,82,98,20,9,11,T134,T165,200,1,-114101.5065,16,0.0406,200,0,0,1,-114101.5065,-114101.5065,0.0,1,,ml,42,0,28.44,
random_tree_335,ok,200,108,72,20,12,8,T49,T32,200,1,-110907.8044,26,0.066,200,0,0,1,-110907.8044,-110907.8044,0.0,1,,ml,42,0,32.07,
random_tree_336,ok,200,67,113,20,7,13,T125,T74,200,1,-115631.4543,28,0.0711,200,0,0,1,-115631.4543,-115631.4543,0.0,1,,ml,42,0,31.87,
random_tree_337,ok,200,94,86,20,10,10,T147,T51,200,1,-115536.1273,16,0.0406,200,0,0,1,-115536.1273,-115536.1273,0.0,1,,ml,42,0,27.91,
random_tree_338,ok,200,95,85,20,10,10,T156,T54,200,1,-112430.9473,22,0.0558,200,0,0,1,-112430.9473,-112430.9473,0.0,1,,ml,42,0,26.84,
random_tree_339,ok,200,89,91,20,10,10,T30,T55,200,1,-117595.7433,24,0.0609,200,0,0,1,-117595.7433,-117595.7433,0.0,1,,ml,42,0,38.63,
random_tree_340,ok,200,79,101,20,9,11,T84,T198,200,1,-119739.0996,14,0.0355,200,0,0,1,-119739.0996,-119739.0996,0.0,1,,ml,42,0,35.56,
random_tree_035,ok,200,72,108,20,8,12,T137,T96,200,1,-115449.3772,16,0.0406,200,0,0,1,-115449.3772,-115449.3772,0.0,1,,ml,42,0,76.38,
random_tree_341,ok,200,95,85,20,10,10,T146,T55,200,1,-118584.9627,14,0.0355,200,0,0,1,-118584.9627,-118584.9627,0.0,1,,ml,42,0,40.18,
random_tree_342,ok,200,85,95,20,9,11,T135,T162,200,1,-110873.4302,22,0.0558,200,0,0,1,-110873.4302,-110873.4302,0.0,1,,ml,42,0,38.2,
random_tree_343,ok,200,84,96,20,9,11,T36,T54,200,1,-107139.1439,20,0.0508,200,0,0,1,-107139.1439,-107139.1439,0.0,1,,ml,42,0,44.47,
random_tree_344,ok,200,68,112,20,8,12,T129,T81,200,1,-118812.1677,28,0.0711,200,0,0,1,-118812.1677,-118812.1677,0.0,1,,ml,42,0,50.01,
random_tree_345,ok,200,92,88,20,10,10,T152,T51,200,1,-119556.0047,2,0.0051,200,0,0,1,-119556.0047,-119556.0047,0.0,1,,ml,42,0,44.89,
random_tree_346,ok,200,92,88,20,10,10,T152,T51,200,1,-119556.0047,2,0.0051,200,0,0,1,-119556.0047,-119556.0047,0.0,1,,ml,42,0,42.49,
random_tree_347,ok,200,85,95,20,10,10,T131,T162,200,1,-119763.5278,18,0.0457,200,0,0,1,-119763.5278,-119763.5278,0.0,1,,ml,42,0,48.19,
random_tree_348,ok,200,95,85,20,11,9,T132,T73,200,1,-109247.2699,18,0.0457,200,0,0,1,-109247.2699,-109247.2699,0.0,1,,ml,42,0,47.76,
random_tree_350,ok,200,89,91,20,10,10,T28,T61,200,1,-117131.7448,22,0.0558,200,0,0,1,-117131.7448,-117131.7448,0.0,1,,ml,42,0,50.94,
random_tree_036,ok,200,91,89,20,10,10,T179,T25,200,1,-117421.5932,24,0.0609,200,0,0,1,-117421.5932,-117421.5932,0.0,1,,ml,42,0,80.09,
random_tree_351,ok,200,77,103,20,8,12,T197,T83,200,1,-126546.4689,42,0.1066,200,0,0,1,-126546.4689,-126546.4689,0.0,1,,ml,42,0,51.07,
random_tree_352,ok,200,110,70,20,12,8,T73,T194,200,1,-119923.0128,28,0.0711,200,0,0,1,-119923.0128,-119923.0128,0.0,1,,ml,42,0,45.92,
random_tree_353,ok,200,77,103,20,8,12,T197,T83,200,1,-120430.8321,22,0.0558,200,0,0,1,-120430.8321,-120430.8321,0.0,1,,ml,42,0,47.53,
random_tree_354,ok,200,75,105,20,8,12,T142,T92,200,1,-112554.2957,16,0.0406,200,0,0,1,-112554.2957,-112554.2957,0.0,1,,ml,42,0,43.71,
random_tree_355,ok,200,88,92,20,10,10,T26,T55,200,1,-116970.5126,18,0.0457,200,0,0,1,-116970.5126,-116970.5126,0.0,1,,ml,42,0,105.18,
random_tree_356,ok,200,88,92,20,10,10,T32,T57,200,1,-120474.7444,22,0.0558,200,0,0,1,-120474.7444,-120474.7444,0.0,1,,ml,42,0,108.59,
random_tree_357,ok,200,90,90,20,10,10,T44,T46,200,1,-109316.3038,14,0.0355,200,0,0,1,-109316.3038,-109316.3038,0.0,1,,ml,42,0,117.54,
random_tree_358,ok,200,103,77,20,12,8,T196,T184,200,1,-113627.9743,26,0.066,200,0,0,1,-113627.9743,-113627.9743,0.0,1,,ml,42,0,114.36,
random_tree_359,ok,200,97,83,20,11,9,T130,T77,200,1,-117626.3801,34,0.0863,200,0,0,1,-117626.3801,-117626.3801,0.0,1,,ml,42,0,119.93,
random_tree_360,ok,200,89,91,20,10,10,T32,T65,200,1,-110224.9848,12,0.0305,200,0,0,1,-110224.9848,-110224.9848,0.0,1,,ml,42,0,119.73,
random_tree_037,ok,200,93,87,20,10,10,T162,T58,200,1,-110480.899,18,0.0457,200,0,0,1,-110480.899,-110480.899,0.0,1,,ml,42,0,79.82,
random_tree_361,ok,200,113,67,20,13,7,T166,T29,200,1,-104248.4129,36,0.0914,200,0,0,1,-104248.4129,-104248.4129,0.0,1,,ml,42,0,128.31,
random_tree_362,ok,200,90,90,20,10,10,T38,T55,200,1,-114517.054,28,0.0711,200,0,0,1,-114517.054,-114517.054,0.0,1,,ml,42,0,127.04,
random_tree_363,ok,200,85,95,20,10,10,T136,T159,200,1,-122930.0979,24,0.0609,200,0,0,1,-122930.0979,-122930.0979,0.0,1,,ml,42,0,112.16,
random_tree_364,ok,200,87,93,20,10,10,T36,T64,200,1,-122646.4005,20,0.0508,200,0,0,1,-122646.4005,-122646.4005,0.0,1,,ml,42,0,131.14,
random_tree_365,ok,200,90,90,20,10,10,T47,T45,200,1,-118185.5209,22,0.0558,200,0,0,1,-118185.5209,-118185.5209,0.0,1,,ml,42,0,132.9,
random_tree_366,ok,200,89,91,20,10,10,T40,T53,200,1,-109543.3779,44,0.1117,200,0,0,1,-109543.3779,-109543.3779,0.0,1,,ml,42,0,111.0,
random_tree_367,ok,200,89,91,20,10,10,T23,T62,200,1,-115403.5292,20,0.0508,200,0,0,1,-115403.5292,-115403.5292,0.0,1,,ml,42,0,101.77,
random_tree_368,ok,200,81,99,20,9,11,T119,T172,200,1,-111146.6516,26,0.066,200,0,0,1,-111146.6516,-111146.6516,0.0,1,,ml,42,0,119.59,
random_tree_369,ok,200,97,83,20,11,9,T137,T77,200,1,-120021.1572,26,0.066,200,0,0,1,-120021.1572,-120021.1572,0.0,1,,ml,42,0,101.35,
random_tree_370,ok,200,66,114,20,7,13,T128,T80,200,1,-110746.7979,22,0.0558,200,0,0,1,-110746.7979,-110746.7979,0.0,1,,ml,42,0,122.19,
random_tree_038,ok,200,95,85,20,11,9,T14,T77,200,1,-115666.2834,34,0.0863,200,0,0,1,-115666.2834,-115666.2834,0.0,1,,ml,42,0,72.35,
random_tree_371,ok,200,91,89,20,10,10,T181,T22,200,1,-113696.5616,14,0.0355,200,0,0,1,-113696.5616,-113696.5616,0.0,1,,ml,42,0,94.42,
random_tree_372,ok,200,78,102,20,9,11,T81,T179,200,1,-106778.5064,28,0.0711,200,0,0,1,-106778.5064,-106778.5064,0.0,1,,ml,42,0,105.61,
random_tree_373,ok,200,88,92,20,10,10,T31,T59,200,1,-109682.0695,24,0.0609,200,0,0,1,-109682.0695,-109682.0695,0.0,1,,ml,42,0,112.37,
random_tree_374,ok,200,70,110,20,8,12,T149,T98,200,1,-115352.7607,22,0.0558,200,0,0,1,-115352.7607,-115352.7606,0.0001,1,,ml,42,0,121.21,
random_tree_375,ok,200,69,111,20,8,12,T127,T75,200,1,-116836.3487,30,0.0761,200,0,0,1,-116836.3487,-116836.3487,0.0,1,,ml,42,0,109.07,
random_tree_376,ok,200,86,94,20,10,10,T34,T54,200,1,-119150.2276,36,0.0914,200,0,0,1,-119150.2276,-119150.2276,0.0,1,,ml,42,0,111.63,
random_tree_377,ok,200,100,80,20,11,9,T147,T45,200,1,-115209.1544,18,0.0457,200,0,0,1,-115209.1544,-115209.1544,0.0,1,,ml,42,0,118.12,
random_tree_378,ok,200,90,90,20,10,10,T38,T57,200,1,-117144.1975,14,0.0355,200,0,0,1,-117144.1975,-117144.1975,0.0,1,,ml,42,0,107.57,
random_tree_379,ok,200,81,99,20,9,11,T125,T169,200,1,-117062.4869,20,0.0508,200,0,0,1,-117062.4869,-117062.4869,0.0,1,,ml,42,0,117.37,
random_tree_380,ok,200,93,87,20,10,10,T147,T58,200,1,-116040.1685,14,0.0355,200,0,0,1,-116040.1685,-116040.1685,0.0,1,,ml,42,0,106.84,
random_tree_039,ok,200,95,85,20,10,10,T161,T46,200,1,-118039.1702,24,0.0609,200,0,0,1,-118039.1702,-118039.1702,0.0,1,,ml,42,0,75.98,
random_tree_381,ok,200,90,90,20,10,10,T36,T59,200,1,-112803.6534,18,0.0457,200,0,0,1,-112803.6534,-112803.6534,0.0,1,,ml,42,0,101.27,
random_tree_382,ok,200,67,113,20,7,13,T126,T78,200,1,-114807.2082,32,0.0812,200,0,0,1,-114807.2082,-114807.2082,0.0,1,,ml,42,0,109.67,
random_tree_383,ok,200,76,104,20,8,12,T193,T69,200,1,-114333.7464,22,0.0558,200,0,0,1,-114333.7464,-114333.7464,0.0,1,,ml,42,0,37.36,
random_tree_384,ok,200,99,81,20,11,9,T120,T98,200,1,-110222.6419,30,0.0761,200,0,0,1,-110222.6419,-110222.6419,0.0,1,,ml,42,0,38.39,
random_tree_385,ok,200,84,96,20,9,11,T26,T68,200,1,-116812.049,40,0.1015,200,0,0,1,-116812.049,-116812.049,0.0,1,,ml,42,0,40.51,
random_tree_386,ok,200,101,79,20,11,9,T147,T58,200,1,-115569.577,24,0.0609,200,0,0,1,-115569.577,-115569.577,0.0,1,,ml,42,0,44.28,
random_tree_387,ok,200,67,113,20,7,13,T124,T81,200,1,-112902.557,20,0.0508,200,0,0,1,-112902.557,-112902.557,0.0,1,,ml,42,0,42.08,
random_tree_388,ok,200,98,82,20,11,9,T123,T98,200,1,-124883.9374,28,0.0711,200,0,0,1,-124883.9374,-124883.9374,0.0,1,,ml,42,0,42.37,
random_tree_389,ok,200,71,109,20,8,12,T144,T94,200,1,-119161.535,20,0.0508,200,0,0,1,-119161.535,-119161.535,0.0,1,,ml,42,0,40.71,
random_tree_390,ok,200,89,91,20,10,10,T33,T59,200,1,-120210.0381,14,0.0355,200,0,0,1,-120210.0381,-120210.0381,0.0,1,,ml,42,0,44.73,
random_tree_040,ok,200,91,89,20,10,10,T182,T199,200,1,-118275.1189,22,0.0558,200,0,0,1,-118275.1189,-118275.1189,0.0,1,,ml,42,0,73.89,
random_tree_391,ok,200,75,105,20,8,12,T14,T88,200,1,-115268.91,22,0.0558,200,0,0,1,-115268.91,-115268.91,0.0,1,,ml,42,0,42.5,
random_tree_392,ok,200,68,112,20,8,12,T13,T81,200,1,-112219.9169,22,0.0558,200,0,0,1,-112219.9169,-112219.9169,0.0,1,,ml,42,0,45.3,
random_tree_393,ok,200,83,97,20,9,11,T125,T159,200,1,-111302.0426,20,0.0508,200,0,0,1,-111302.0426,-111302.0426,0.0,1,,ml,42,0,37.97,
random_tree_394,ok,200,83,97,20,9,11,T124,T172,200,1,-116345.2782,24,0.0609,200,0,0,1,-116345.2782,-116345.2782,0.0,1,,ml,42,0,34.14,
random_tree_395,ok,200,74,106,20,8,12,T158,T84,200,1,-114638.2191,16,0.0406,200,0,0,1,-114638.2191,-114638.2191,0.0,1,,ml,42,0,37.39,
random_tree_005,ok,200,66,114,20,7,13,T133,T82,200,1,-114412.6446,16,0.0406,200,0,0,1,-114412.6446,-114412.6446,0.0,1,,ml,42,0,75.96,
random_tree_041,ok,200,77,103,20,8,12,T25,T7,200,1,-110031.2536,14,0.0355,200,0,0,1,-110031.2536,-110031.2536,0.0,1,,ml,42,0,64.81,
random_tree_042,ok,200,81,99,20,9,11,T116,T184,200,1,-116865.3134,16,0.0406,200,0,0,1,-116865.3134,-116865.3134,0.0,1,,ml,42,0,64.06,
random_tree_043,ok,200,67,113,20,7,13,T132,T75,200,1,-112886.8637,14,0.0355,200,0,0,1,-112886.8637,-112886.8637,0.0,1,,ml,42,0,72.36,
random_tree_044,ok,200,63,117,20,7,13,T81,T112,200,1,-107625.4674,12,0.0305,200,0,0,1,-107625.4674,-107625.4674,0.0,1,,ml,42,0,67.83,
random_tree_045,ok,200,105,75,20,12,8,T176,T34,200,1,-119103.48,34,0.0863,200,0,0,1,-119103.48,-119103.48,0.0,1,,ml,42,0,63.55,
random_tree_046,ok,200,67,113,20,7,13,T132,T75,200,1,-125583.1924,14,0.0355,200,0,0,1,-125583.1924,-125583.1924,0.0,1,,ml,42,0,76.17,
random_tree_047,ok,200,98,82,20,11,9,T117,T99,200,1,-112790.1375,30,0.0761,200,0,0,1,-112790.1375,-112790.1375,0.0,1,,ml,42,0,65.49,
random_tree_048,ok,200,90,90,20,10,10,T40,T5,200,1,-109812.2421,20,0.0508,200,0,0,1,-109812.2421,-109812.2421,0.0,1,,ml,42,0,60.91,
random_tree_049,ok,200,85,95,20,10,10,T127,T162,200,1,-116886.9286,26,0.066,200,0,0,1,-116886.9286,-116886.9286,0.0,1,,ml,42,0,67.61,
random_tree_050,ok,200,101,79,20,11,9,T16,T57,200,1,-112074.1498,26,0.066,200,0,0,1,-112074.1498,-112074.1498,0.0,1,,ml,42,0,75.64,
random_tree_006,ok,200,82,98,20,9,11,T122,T18,200,1,-118692.4667,18,0.0457,200,0,0,1,-118692.4667,-118692.4667,0.0,1,,ml,42,0,49.39,
random_tree_051,ok,200,113,67,20,13,7,T176,T28,200,1,-114448.004,18,0.0457,200,0,0,1,-114448.004,-114448.004,0.0,1,,ml,42,0,73.25,
random_tree_052,ok,200,85,95,20,10,10,T125,T168,200,1,-117174.3954,10,0.0254,200,0,0,1,-117174.3954,-117174.3954,0.0,1,,ml,42,0,72.78,
random_tree_053,ok,200,78,102,20,9,11,T79,T189,200,1,-121055.2549,18,0.0457,200,0,0,1,-121055.2549,-121055.2549,0.0,1,,ml,42,0,61.82,
random_tree_524,ok,200,77,103,20,9,11,T198,T75,200,1,-117852.6526,26,0.066,200,0,0,1,-117852.6526,-117852.6526,0.0,1,,ml,42,0,65.25,
random_tree_525,ok,200,97,83,20,11,9,T133,T84,200,1,-116757.9861,22,0.0558,200,0,0,1,-116757.9861,-116757.9861,0.0,1,,ml,42,0,66.9,
random_tree_526,ok,200,65,115,20,7,13,T13,T89,200,1,-122072.7956,24,0.0609,200,0,0,1,-122072.7956,-122072.7956,0.0,1,,ml,42,0,75.83,
random_tree_527,ok,200,70,110,20,8,12,T140,T97,200,1,-120256.1087,32,0.0812,200,0,0,1,-120256.1087,-120256.1087,0.0,1,,ml,42,0,75.52,
random_tree_528,ok,200,98,82,20,11,9,T121,T99,200,1,-118397.049,14,0.0355,200,0,0,1,-118397.049,-118397.049,0.0,1,,ml,42,0,71.03,
random_tree_529,ok,200,88,92,20,10,10,T23,T62,200,1,-109478.5875,26,0.066,200,0,0,1,-109478.5875,-109478.5875,0.0,1,,ml,42,0,62.52,
random_tree_530,ok,200,66,114,20,7,13,T123,T83,200,1,-116078.3427,22,0.0558,200,0,0,1,-116078.3427,-116078.3427,0.0,1,,ml,42,0,75.43,
random_tree_054,ok,200,87,93,20,10,10,T30,T61,200,1,-118305.5339,24,0.0609,200,0,0,1,-118305.5339,-118305.5339,0.0,1,,ml,42,0,60.29,
random_tree_531,ok,200,70,110,20,8,12,T143,T99,200,1,-112967.4978,36,0.0914,200,0,0,1,-112967.4978,-112967.4978,0.0,1,,ml,42,0,70.04,
random_tree_532,ok,200,86,94,20,10,10,T37,T58,200,1,-115575.7836,22,0.0558,200,0,0,1,-115575.7836,-115575.7836,0.0,1,,ml,42,0,69.41,
random_tree_533,ok,200,69,111,20,8,12,T13,T7,200,1,-112913.4787,26,0.066,200,0,0,1,-112913.4787,-112913.4787,0.0,1,,ml,42,0,71.36,
random_tree_534,ok,200,77,103,20,8,12,T196,T81,200,1,-112949.5593,28,0.0711,200,0,0,1,-112949.5593,-112949.5593,0.0,1,,ml,42,0,68.75,
random_tree_535,ok,200,80,100,20,9,11,T123,T176,200,1,-111376.3389,26,0.066,200,0,0,1,-111376.3389,-111376.3389,0.0,1,,ml,42,0,83.34,
random_tree_536,ok,200,90,90,20,10,10,T48,T44,200,1,-114136.6679,24,0.0609,200,0,0,1,-114136.6679,-114136.6679,0.0,1,,ml,42,0,70.4,
random_tree_537,ok,200,66,114,20,7,13,T129,T88,200,1,-110838.51,18,0.0457,200,0,0,1,-110838.51,-110838.51,0.0,1,,ml,42,0,73.85,
random_tree_538,ok,200,84,96,20,9,11,T34,T61,200,1,-115858.9545,32,0.0812,200,0,0,1,-115858.9545,-115858.9545,0.0,1,,ml,42,0,62.44,
random_tree_539,ok,200,95,85,20,10,10,T157,T50,200,1,-121125.4141,10,0.0254,200,0,0,1,-121125.4141,-121125.4141,0.0,1,,ml,42,0,74.26,
random_tree_540,ok,200,70,110,20,8,12,T148,T97,200,1,-119260.1229,20,0.0508,200,0,0,1,-119260.1229,-119260.1229,0.0,1,,ml,42,0,79.37,
random_tree_055,ok,200,89,91,20,10,10,T3,T60,200,1,-120975.4654,14,0.0355,200,0,0,1,-120975.4654,-120975.4654,0.0,1,,ml,42,0,62.22,
random_tree_541,ok,200,74,106,20,8,12,T144,T89,200,1,-116051.5129,36,0.0914,200,0,0,1,-116051.5129,-116051.5129,0.0,1,,ml,42,0,74.16,
random_tree_542,ok,200,95,85,20,11,9,T130,T80,200,1,-116016.1286,6,0.0152,200,0,0,1,-116016.1286,-116016.1286,0.0,1,,ml,42,0,80.38,
random_tree_543,ok,200,110,70,20,12,8,T62,T22,200,1,-106929.6958,26,0.066,200,0,0,1,-106929.6958,-106929.6958,0.0,1,,ml,42,0,71.18,
random_tree_544,ok,200,90,90,20,10,10,T38,T50,200,1,-119979.5473,22,0.0558,200,0,0,1,-119979.5473,-119979.5473,0.0,1,,ml,42,0,73.85,
random_tree_545,ok,200,82,98,20,9,11,T123,T171,200,1,-112582.2198,14,0.0355,200,0,0,1,-112582.2198,-112582.2198,0.0,1,,ml,42,0,70.53,
random_tree_546,ok,200,99,81,20,11,9,T121,T96,200,1,-112345.0675,30,0.0761,200,0,0,1,-112345.0675,-112345.0675,0.0,1,,ml,42,0,69.87,
random_tree_547,ok,200,87,93,20,10,10,T32,T59,200,1,-109372.2631,28,0.0711,200,0,0,1,-109372.2631,-109372.2631,0.0,1,,ml,42,0,68.16,
random_tree_548,ok,200,81,99,20,9,11,T12,T179,200,1,-120557.4659,20,0.0508,200,0,0,1,-120557.4659,-120557.4659,0.0,1,,ml,42,0,69.99,
random_tree_549,ok,200,97,83,20,11,9,T132,T81,200,1,-116627.4226,20,0.0508,200,0,0,1,-116627.4226,-116627.4226,0.0,1,,ml,42,0,73.34,
random_tree_550,ok,200,79,101,20,9,11,T85,T200,200,1,-117363.5812,20,0.0508,200,0,0,1,-117363.5812,-117363.5812,0.0,1,,ml,42,0,72.05,
random_tree_056,ok,200,84,96,20,9,11,T23,T69,200,1,-112590.9306,22,0.0558,200,0,0,1,-112590.9306,-112590.9306,0.0,1,,ml,42,0,57.48,
random_tree_551,ok,200,85,95,20,10,10,T119,T165,200,1,-111078.3794,16,0.0406,200,0,0,1,-111078.3794,-111078.3794,0.0,1,,ml,42,0,70.61,
random_tree_552,ok,200,93,87,20,10,10,T17,T43,200,1,-120792.1212,26,0.066,200,0,0,1,-120792.1212,-120792.1212,0.0,1,,ml,42,0,81.43,
random_tree_553,ok,200,86,94,20,10,10,T33,T59,200,1,-119640.2352,10,0.0254,200,0,0,1,-119640.2352,-119640.2352,0.0,1,,ml,42,0,76.25,
random_tree_554,ok,200,70,110,20,8,12,T144,T99,200,1,-114734.7417,16,0.0406,200,0,0,1,-114734.7417,-114734.7417,0.0,1,,ml,42,0,80.61,
random_tree_555,ok,200,85,95,20,9,11,T123,T160,200,1,-118691.2487,16,0.0406,200,0,0,1,-118691.2487,-118691.2487,0.0,1,,ml,42,0,71.91,
random_tree_556,ok,200,84,96,20,9,11,T25,T70,200,1,-113169.7559,32,0.0812,200,0,0,1,-113169.7559,-113169.7559,0.0,1,,ml,42,0,75.02,
random_tree_557,ok,200,66,114,20,7,13,T129,T88,200,1,-112046.0657,6,0.0152,200,0,0,1,-112046.0657,-112046.0657,0.0,1,,ml,42,0,78.08,
random_tree_558,ok,200,85,95,20,9,11,T126,T173,200,1,-111941.0224,30,0.0761,200,0,0,1,-111941.0224,-111941.0224,0.0,1,,ml,42,0,71.31,
random_tree_559,ok,200,92,88,20,10,10,T153,T51,200,1,-111974.7146,22,0.0558,200,0,0,1,-111974.7146,-111974.7146,0.0,1,,ml,42,0,64.26,
random_tree_560,ok,200,106,74,20,12,8,T159,T36,200,1,-114603.0412,18,0.0457,200,0,0,1,-114603.0412,-114603.0412,0.0,1,,ml,42,0,82.59,
random_tree_057,ok,200,104,76,20,12,8,T16,T38,200,1,-116655.0201,4,0.0102,200,0,0,1,-116655.0201,-116655.0201,0.0,1,,ml,42,0,55.38,
random_tree_561,ok,200,104,76,20,12,8,T159,T37,200,1,-124251.3906,20,0.0508,200,0,0,1,-124251.3906,-124251.3906,0.0,1,,ml,42,0,85.02,
random_tree_562,ok,200,80,100,20,9,11,T126,T166,200,1,-113426.6546,30,0.0761,200,0,0,1,-113426.6546,-113426.6546,0.0,1,,ml,42,0,75.11,
